model,seed,condition,attack,epsilon,sample_index,true_label,clean_prediction,clean_confidence,input_prediction,input_confidence,purified_prediction,purified_confidence,reconstruction_error,threshold,threshold_fpr,detected,decision,final_prediction,original_correct,purified_correct,final_correct,safe_outcome,is_attack,device
smallcnn_standard,42,Clean,NONE,0.0,37,1,1,0.9999998807907104,1,0.9999998807907104,1,0.9999980926513672,0.002701976802200079,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,38,3,3,1.0,3,1.0,3,0.991538941860199,0.03540315106511116,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,3,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,39,6,6,0.9999669790267944,6,0.9999669790267944,6,0.9983335137367249,0.03587286174297333,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,6,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,40,1,1,0.9999998807907104,1,0.9999998807907104,1,0.9999960660934448,0.00596615020185709,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,41,2,8,0.3937375545501709,8,0.3937375545501709,4,0.5349152088165283,0.04881222918629646,0.03807505965232849,0.05,True,REJECT_SUSPICIOUS,-1,False,False,False,False,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,42,5,5,1.0,5,1.0,5,0.9795377850532532,0.015948178246617317,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,5,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,43,7,7,0.9308826327323914,7,0.9308826327323914,7,0.9199394583702087,0.01902347430586815,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,7,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,44,8,8,1.0,8,1.0,8,0.9993242025375366,0.045376140624284744,0.03807505965232849,0.05,True,ACCEPT_PURIFIED,8,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,45,8,8,0.9999979734420776,8,0.9999979734420776,8,0.999795138835907,0.04591280221939087,0.03807505965232849,0.05,True,ACCEPT_PURIFIED,8,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,46,1,1,0.9999995231628418,1,0.9999995231628418,1,0.9999966621398926,0.004256464075297117,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,47,9,9,0.9999834299087524,9,0.9999834299087524,9,0.9467107653617859,0.03304645046591759,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,9,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,48,4,4,0.9999912977218628,4,0.9999912977218628,4,0.9404889941215515,0.028418589383363724,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,4,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,49,1,1,0.9997249245643616,1,0.9997249245643616,1,0.9996755123138428,0.0027509122155606747,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,50,5,5,0.9999977350234985,5,0.9999977350234985,5,0.997072696685791,0.025985678657889366,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,5,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,51,9,9,0.9991680383682251,9,0.9991680383682251,9,0.9662556052207947,0.020536916330456734,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,9,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,52,1,1,0.9999992847442627,1,0.9999992847442627,1,0.9999985694885254,0.00476473942399025,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,53,4,4,0.7380550503730774,4,0.7380550503730774,1,0.9978399276733398,0.022062622010707855,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,4,True,False,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,54,1,1,0.9999934434890747,1,0.9999934434890747,1,0.9999865293502808,0.004378449637442827,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,55,6,6,0.9999358654022217,6,0.9999358654022217,6,0.9947149157524109,0.017148863524198532,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,6,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,56,4,4,0.9998314380645752,4,0.9998314380645752,1,0.6369308829307556,0.028299162164330482,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,4,True,False,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,57,0,0,0.9999967813491821,0,0.9999967813491821,0,0.9999842643737793,0.028346380218863487,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,0,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,58,8,8,1.0,8,1.0,8,0.9996886253356934,0.032693374902009964,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,8,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,59,5,5,1.0,5,1.0,5,0.9972109198570251,0.021348848938941956,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,5,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,60,2,2,0.9999827146530151,2,0.9999827146530151,2,0.992616593837738,0.021320920437574387,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,2,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,61,2,2,0.9437804222106934,2,0.9437804222106934,2,0.6831514835357666,0.014092386700212955,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,2,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,62,1,1,0.9999995231628418,1,0.9999995231628418,1,0.9999972581863403,0.0026680834125727415,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,63,6,6,0.9731950759887695,6,0.9731950759887695,6,0.9771084785461426,0.01755717396736145,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,6,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,64,0,0,0.9999995231628418,0,0.9999995231628418,0,0.9999966621398926,0.011273528449237347,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,0,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,65,3,3,0.9999978542327881,3,0.9999978542327881,3,0.9067987203598022,0.03213844820857048,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,3,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,66,2,2,0.9999946355819702,2,0.9999946355819702,2,0.5191197395324707,0.0297953262925148,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,2,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,67,7,7,0.94524747133255,7,0.94524747133255,1,0.8087524771690369,0.023193227127194405,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,7,True,False,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,68,0,0,1.0,0,1.0,0,0.9999995231628418,0.012639111839234829,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,0,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,69,1,1,0.9999985694885254,1,0.9999985694885254,1,0.9999960660934448,0.0039761606603860855,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,70,4,4,0.9999998807907104,4,0.9999998807907104,4,0.9999980926513672,0.014758761040866375,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,4,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,71,0,0,0.9999986886978149,0,0.9999986886978149,0,0.9999922513961792,0.01378457061946392,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,0,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,72,9,9,0.9999263286590576,9,0.9999263286590576,9,0.9974282383918762,0.03062073327600956,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,9,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,73,7,7,0.9999853372573853,7,0.9999853372573853,7,0.9998718500137329,0.011402817443013191,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,7,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,74,2,2,0.999816358089447,2,0.999816358089447,2,0.9932746887207031,0.02539990469813347,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,2,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,75,0,0,0.9999994039535522,0,0.9999994039535522,0,0.9999963045120239,0.022115236148238182,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,0,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,76,2,2,0.9999940395355225,2,0.9999940395355225,2,0.9814603328704834,0.03222470358014107,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,2,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,77,1,1,0.9999996423721313,1,0.9999996423721313,1,0.9999978542327881,0.004692318383604288,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,78,3,3,0.9994712471961975,3,0.9994712471961975,1,0.7063130736351013,0.014474133960902691,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,3,True,False,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,79,6,5,0.752021849155426,5,0.752021849155426,6,0.9790893197059631,0.04512393847107887,0.03807505965232849,0.05,True,ACCEPT_PURIFIED,6,False,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,80,9,9,0.9999998807907104,9,0.9999998807907104,9,0.9283546805381775,0.02725153975188732,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,9,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,81,7,7,0.9998500347137451,7,0.9998500347137451,7,0.9987873435020447,0.015102521516382694,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,7,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,82,6,6,0.9998979568481445,6,0.9998979568481445,6,0.9970598816871643,0.02273382991552353,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,6,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,83,1,1,0.999997615814209,1,0.999997615814209,1,0.9999973773956299,0.004208091646432877,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,84,9,9,0.9999891519546509,9,0.9999891519546509,9,0.7845408320426941,0.016459209844470024,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,9,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,85,2,2,0.9999878406524658,2,0.9999878406524658,2,0.9998070597648621,0.011775504797697067,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,2,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,86,1,1,0.9999995231628418,1,0.9999995231628418,1,0.9999983310699463,0.0054814741015434265,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,87,9,9,0.9999997615814209,9,0.9999997615814209,9,0.9919264316558838,0.02724275551736355,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,9,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,88,1,1,0.9999994039535522,1,0.9999994039535522,1,0.9999951124191284,0.0037194478791207075,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,89,6,6,0.9999723434448242,6,0.9999723434448242,6,0.9999455213546753,0.023310549557209015,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,6,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,90,7,2,0.6587474942207336,2,0.6587474942207336,2,0.8472098708152771,0.02647395059466362,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,2,False,False,False,False,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,91,6,6,0.9994156360626221,6,0.9994156360626221,6,0.9304248094558716,0.03502107784152031,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,6,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,92,8,8,1.0,8,1.0,8,0.9996104836463928,0.03299645334482193,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,8,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,93,8,8,1.0,8,1.0,8,0.9333806037902832,0.03295116499066353,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,8,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,94,9,9,0.9999836683273315,9,0.9999836683273315,9,0.9757530093193054,0.019796296954154968,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,9,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,95,7,7,0.9528383612632751,7,0.9528383612632751,7,0.9222075343132019,0.006379453465342522,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,7,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,96,5,5,1.0,5,1.0,5,0.9999986886978149,0.03305048495531082,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,5,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,97,3,3,0.9999957084655762,3,0.9999957084655762,3,0.9843494296073914,0.014000644907355309,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,3,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,98,4,4,0.9999995231628418,4,0.9999995231628418,4,0.999710738658905,0.02004288136959076,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,4,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,99,8,8,0.9999548196792603,8,0.9999548196792603,8,0.8773501515388489,0.03302411735057831,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,8,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,100,5,5,1.0,5,1.0,5,0.998847484588623,0.02663235552608967,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,5,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,101,0,0,0.9999455213546753,0,0.9999455213546753,0,0.9997205138206482,0.013053747825324535,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,0,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,102,8,8,1.0,8,1.0,8,0.9987408518791199,0.040970735251903534,0.03807505965232849,0.05,True,ACCEPT_PURIFIED,8,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,103,3,3,0.9999995231628418,3,0.9999995231628418,3,0.999786913394928,0.031062236055731773,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,3,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,104,9,9,0.9991737008094788,9,0.9991737008094788,9,0.9687868356704712,0.019367091357707977,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,9,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,105,7,7,0.9999090433120728,7,0.9999090433120728,7,0.9999667406082153,0.018106630071997643,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,7,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,106,3,3,0.9999920129776001,3,0.9999920129776001,3,0.620168149471283,0.02575063705444336,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,3,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,107,5,5,0.996225118637085,5,0.996225118637085,5,0.8753160238265991,0.02174229547381401,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,5,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,108,7,7,0.9999972581863403,7,0.9999972581863403,7,0.9999704360961914,0.012895491905510426,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,7,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,109,4,4,0.9997382760047913,4,0.9997382760047913,4,0.9998946189880371,0.023769967257976532,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,4,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,110,8,8,1.0,8,1.0,8,0.9367952346801758,0.018435722216963768,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,8,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,111,9,9,0.9995988011360168,9,0.9995988011360168,9,0.9940894842147827,0.020228169858455658,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,9,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,112,1,1,0.999254047870636,1,0.999254047870636,1,0.9999117851257324,0.006042147055268288,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,113,2,2,0.9999322891235352,2,0.9999322891235352,2,0.9952303171157837,0.012238521128892899,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,2,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,114,9,9,0.9999909400939941,9,0.9999909400939941,9,0.8944225311279297,0.02485465072095394,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,9,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,115,9,9,0.9992378950119019,9,0.9992378950119019,9,0.9273179173469543,0.01589933969080448,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,9,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,116,3,3,0.9999997615814209,3,0.9999997615814209,3,0.9992011189460754,0.017346594482660294,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,3,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,117,5,5,0.9999997615814209,5,0.9999997615814209,5,0.9999822378158569,0.03428322821855545,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,5,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,118,4,4,1.0,4,1.0,4,0.9966778755187988,0.02600875124335289,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,4,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,119,1,1,0.9999998807907104,1,0.9999998807907104,1,0.9999990463256836,0.007522259373217821,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,1,True,True,True,True,False,cpu
smallcnn_standard,42,Clean,NONE,0.0,120,7,7,0.9998607635498047,7,0.9998607635498047,7,0.9985890984535217,0.011838719248771667,0.03807505965232849,0.05,False,ACCEPT_ORIGINAL,7,True,True,True,True,False,cpu
